1;51
2;58
3;62
4;67
5;71
6;75
7;79
8;82
9;84
10;87
11;89
12;90
13;91
14;93
15;94
16;95
17;95
18;96
19;96
20;97
21;97
22;97
23;98
24;98
25;98
26;98
27;98
28;98
29;98
30;98
31;99
32;99
33;99
34;99
35;99
